filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,ctxr3_converted,non_upscaled_version,npot_resized
a_bg.bmp,78fefa4a6a4cfeb2b9de384af1aaade2bd15825c,90da2da01e367e305c5d5531969a53cce740df19,true,Self Remade\Finalized\Dont demaster\16-9 Fixes,true,true,4,remarci_4x,false,0,false
b_bg.bmp,24237a173703df54b3ccf6692f97d186d353bd87,754994d4b7b94c3bfecf2d23d931d1992daafa43,true,Self Remade\Finalized\Dont demaster\16-9 Fixes,true,true,4,remarci_4x,false,0,false
bg_alp_ovl.bmp,0558188f1609dd3ca6ae74a6dc8bdd2e0b99f017,81ec58dae916ef6d0baf61ff082678665350f083,true,Self Remade\Finalized\Dont demaster\16-9 Fixes,true,true,4,remarci_4x,false,0,false
c_bg.bmp,d95c1b4d08a0d4434ff9837ada1f5b544db119a4,3eeff00c8f19f4b13dd66c90d76d4b83985fa8d2,true,Self Remade\Finalized\Dont demaster\16-9 Fixes,true,true,4,remarci_4x,false,0,false
d_bg.bmp,994461455c9b280ca3b3476bb1dac4dbf5b345c9,d5004df58fd7473c64f8c81e938d1b19e900479c,true,Self Remade\Finalized\Dont demaster\16-9 Fixes,true,true,4,remarci_4x,false,0,false
e_bg.bmp,c07bcdbae6209b9898ef1c6a833a13856ac052dd,77b814cb3c7606ed741adac00fb0b575208c620f,true,Self Remade\Finalized\Dont demaster\16-9 Fixes,true,true,4,remarci_4x,false,0,false
r_bg.bmp,05c4c324ae905f52f70f762039c3eae6af3ec6a2,259a5c74162189b081c9a5a82c49179cf27e47d8,true,Self Remade\Finalized\Dont demaster\16-9 Fixes,true,true,4,remarci_4x,false,0,false
sr19e_alp_ovl.bmp,c44465f00b2da61f2aa6a8574c073e1b817c5f9a,f09585cd31d937922d90f67d906cfd5cd1a05045,true,Self Remade\Finalized\Not Demaster Fixed\UI\English,false,true,4,remarci_4x,false,0,false
