filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,ctxr3_converted
sr19e_alp_ovl.bmp,c44465f00b2da61f2aa6a8574c073e1b817c5f9a,10137a8671f9d378b3b8c1707658e032cb0e5bde,false,Self Remade\Finalized\Not Demaster Fixed\UI\English,false,true,2,remarci_4x,false
