filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled
0008bc34,b3dbe37d7c1fec175bf5806e508b84416e2100b6,073b23f5257448d64703bec0cca746649750b69d,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00085d1e,9b02554ef6b35adbca8e8cb695ea7c3111161c9e,9d565b89ff1df3842abb118ae8b2aa7abc6176a5,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00082016,124cdfdbb180729cf7c2fa50678493511f9c4ac8,2f78d483a817aa14f5a7f380fce1325ed653f5e8,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
000897ee,ed6bcbfaeeb8352636388283bfc66cf160f329ed,0a666b1a4f6a1bd65dee5bd8ca01d41d78063e88,false,ps2 textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,false
00075bbe,38558a187765f34ac43de4b7de782a96ce9ecd12,ff3719f26a2f1aa579b598c3e3733f0390f77d37,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0000c4dd,dec10d7d7febc70929ad5c52105f4bd5fc5e466f,fe43df81d22dbd79f706ead87c79645aaefc266d,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00078f79,c6394ecd282af4794a37bfeac0fdf42a0bfc0def,d4fa72b34ac85f8c5e6f1240856c439865fcf8bf,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0002936b,0249acf9d0dbcadb944f66b56c0a073658d82ba2,c675601ef8731481f1bbe207c203889aeabd1ec7,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00065bbe,48b22048ba557dba9197064871832c0b644ee3d5,b78ed33798627d4f36619ac41f31bd4da8ff53ac,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0003c3de,c8db8d68b8382f26bb01d0ce2f848a10152efe88,d16322abb76e4c8e656aab6ae78948c1359854a1,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0009f56f,1289ea115c4b81e3a4c36f118d9879a8577a89a8,1e94eb2a757d59ebbdfac68d86055dbccddb9b94,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0009f66f,4afd03307324c257af43499268cbedc75f84bed6,678e9ab126351c8a6ee2fa35a2bc3e4bfe95088d,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
000a8fc0,a7a4a12a46d7e52c782cd31b1055a8b2ec5fa0cd,48ca3bb0da1dbf6a5d1ee64cb57c7d23e607862a,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
000aa7de,60dac922e6028ef3d08b36c59ce9325c76c04cf4,dc4629402f9da888badd1c5fac9a9c9b55474032,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
000b7011,66240e0f80c6f297a07cd32f5cf9daee724edf17,f0b111f29f434ca2c2f4cb0adfa1ddbc26caa288,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
000c59bf,2e971d21fd5f8c671f0813d375c8875d8c06676d,4fcb12df186fa2ee4d5b62e433533f60b2b32ae0,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
000cc716,6c25e479e521864013df0655524121f2f3ac9a93,d8c1b39cc0772f6f0dfea6320ffaf7c158b110b7,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
000e1a61,22753650b4128e48180b2c9db9a500e188ea18ce,ef2975567ac00dec24fcb0fefd24eae17be18148,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
000ccd6b,0d9f30a63b1f8c80bdb17f2dad3c084f851a5169,b87f7b7fc8ecd377df935b33e3919ba6e45b38b4,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
000ebe38,1e75516390549b5463e2f0d79c90f7ff22bad8c5,016052086976d24e7cb2da1ad27a6a98323c8101,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0010e123,bb17262181975962672dbefb51774279b62f4a3b,83ca81f1ed29447effe2e1493b67149ca8badf2a,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
001087b3,31cd1b960e5441ac24134ccf4c08480de10c81c6,ce16e64f0d44eecfba690bc72576eb7add0f3844,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00100d1b,c86c98e4e2f3a8a400f24251ef022344162de17d,1a8251407d3bd8ccead56478c626f1ceb5255bd7,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
001187b3,7ebb8df012cba7a65d94798bfb9ee17ed9fc7129,bb1f7e18f8315a4c1eb1d6405df50224842c363a,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0012e9ed,cfdd329f39fb125a85f4de5014a0d2fc72df3e2d,c2a0bbf52283329d5bbea37ebe5a26f77986961d,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0013486e,db74f9ed1dc378014c9e4d6f16e8163026c628fc,26269e9c57b1b47408eaa7f3e1262aeaea3be2da,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0013547f,cbf34abe6d986ac44dca5ac57ef570bfd42a4ab8,fdaccaaa9af365e2ed5c203b97aa34845b538405,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0014547f,ef7b776c7d4da2d2103d91338fcd8fd9e99bd3bd,4490a724d350052b5a6d87ef8b809397be87f292,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
001463f1,1157d99d8a4554fcbd4807e4d5fbb57333169e96,63947e03c123a15061b7ae164498a02cd33d794e,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0015547f,7bebe087d59408b30cbd369ac30ff07ef1bb71f8,da07b232cae8ad48d718e37a128ffafb429ade47,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00158927,29fa75f2c33c35b59c3cb7cda091dac50fe2beaf,c1261169bbeb7b2e4e873db175c28e684e477fbb,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0016852b,5a3de1b698cf1e6437c5fe9f379300d7dcf82f83,cc167977a102476319ef3a5fda158084b92d5d6f,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0017bbf5,68832cc7fdf01010056b3a1cffe86feb5d9ed6b8,665b225ce5e3a1ca7e2ac10c0ab24a97f4484870,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0016bbf5,662fd5fdfc90265be9f043552b2a247232de6c01,bf5ec0ad8f72c65e33fba661967682f14bb2d749,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
001a8739,ed0ddf60cd67d3cc764d14f4afa16e11db19c46e,6f29700d72761dc538ab7db1683dc764a8ecb138,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
001a8739_9b95ed97d41ce0c9da24766f77e0bf35,0f18ded3bb43ccdc7383ca957186c1ea399116ea,e831228e8f93ef04cc55e06affc8dc5ddec21c6d,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
001bb358,d5ea1c7df9805dd1d6d9b3eb9e65ebc6d5f744c4,3993fbfbe82c9c045075c00f85e9cfab0a723b67,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
001f2016,a5cf3f37ef7b3277537d16b1e7d6284427e9f6ef,388f5bbf91d8020b72324f89521ad8fc63bad047,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
001cd071,4288d33293669e86afa61249150dd44e66c79b0d,5c8c199fc7da1becd23afc987a83140505edecbd,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00202016,b13ceccc5c472f988310eb9a486ec7cfc19e1464,707cd145c85f11db62b27523f4fc8c2bebe6c77f,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00207af5,48d1b1b7dde3573bb59c747b2b82d81bfb35714c,a068ac4eafd992dd84cbf4d1920d12c3510adb88,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0020c7c1,c24d6eb6120b02552a188e48383723726fd90b18,3ae5ad603e13c243e27c5d5f7826d3f6f0944e25,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0020e3c2,625ad6a61e45aedf82d9d8c6e9e735b305b8bdff,d2358e7aadc9ab2ebcde8147aea42005e0db0a58,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0020fb52,2e6e0af7e7490c2627314dfa9648542adecfc88c,700ba6154f8eee791ed213bf16d45a5e9801dab9,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00212016,790ddb93527b2b06383ecc49ed4953f3638da5b8,add8509cc56bc562e75342a239cf0950365d8916,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0021e3c2,9ade6993391493cff9c529d65c76a04dcd3b7d81,5b6495e6c1cc969131c0f0c56badfb319e2ae0ed,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00222016,6ac44fbf09d593ce19590e02ada8da6520f83e77,5ed1c43d9dbbf486346d8475b795dca5ccfdb1e4,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0022e3c2,a4d35252892559938b70164790b2da8d77006aec,4590533fea8b1f252973eafcb5201e110250d587,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00232162,8d3f1f5a0f56b71449bb919a1d26805ff2820834,f6c2e6b1a58c668ca5f1aab021a4e047f1d5641d,false,ps2 textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,false
00238df3,34e81cc901d80f8086d8c551ed76e3f8cb939d17,3e0d8455ca8f41a6a3bfffaffd9bfb0dac64fa96,false,ps2 textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,false
00232016,5c46c80bf3f3c993e76d16a85b02d050dca95a87,c10c597949430696b428bfa99e0aa647b8ebbb18,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0023ace3,7c2743d30e6f8b6bea3d44830f7c5537f2366903,aedc3c9591a06ad719bb6546d26cf4cc80a87c8e,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00242016,3bf79d7a192591d9bd9de61bba3495d02ed8bb4a,52921840bb24af3ea5d9bbc26a4cc40b4605c280,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00248df3,c1e49657ed06ecc564efa2f002c5e4c053ed2c2c,f5c2a170bd679448bab0953df314431f87dec721,false,ps2 textures\tri with alpha\bp_remade\no_mip_fixes\ui,false,false
002515dc,3c495ac091cf468533ebb7de8b827f14a5d9cc45,3450ef8f15bc1d5e01511639470bdf3bdd25e23a,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00253181,448431f3d989c44f98fccc34559bc9085af98e22,00de9a97273c85f96a20ff57a2876acf9faac96c,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00252016,afde11265d54b7f99731f25ca864e4e132c064c7,85704abac5fafbe5703ff1cab489fe2731b884c9,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00262016,4d71fb3b243d299105e5ea9a1f0ddd65313fc4fb,1d81509a7fb802f19ed0834ee2817feb08d2606f,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0026f2fc,f96c774f8ff6538ebc8c80dcb279a6ea398ba071,65694c758dd9ed9c990058869681f05295889846,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00272016,9259f6ef1bcc5c91135c8b18d2673c38212db596,906e7aa15a6ea0d0d45d05884ae220dfe9cc0a53,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
00273921,1fe171d1ca8e8e1d31ab0e753cc98908d375f9c0,12d4d69389d8a4079a45c83c1308fd5a740749ab,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
0027ccec,3d2095764d36478f4691f5b2ba8e783155d7d157,cfacb3608aa4ea80fe53851dd833abcd743da242,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002be6b0,972a3b381fac0540e2078dca5bd9607435410241,d71d3a2724124c3b93a498da11d262fb4fbc2e1c,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002c9415,746a22c136046983cbd07f5ab288eedb6bd7d807,addfd381fcdc3657c6d6f2f912aa42f255ec1e86,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002ca269,f7bf53276183fb306ad6371d93bcf8b5d98b0450,f9167811072d25877ccd1e90387bf05edd4b1499,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002ceb42,0defb284884f7201f5f77fff4bc728cadbe20e17,ac34b3e873d866e288863cb16b194cf33b4f91c6,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002d83df,bf187ef0be7cbef03751247d3a8ad009f3e4dc2e,caa7039b7e2e16c1216563799e21f4dda6361a86,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002d83e0,57bd6b64add77948b93e5ee820c358ca24f4aa57,d4f83616d3aed824554c7ee8f48c0bbe12c487b0,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002d83e0_fe14aedf8aead9e025a71608da78f12d,2c389de4eb95dec0f11ab83ae0a4bdca6acebabf,dac92a5fc33c2db41c49fa8cffb34926020d436b,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002d83df_d6d6e25cebf411fbdc10afdc75e6c763,5d7fdebdc569c55d3f442d63cdec17339e0a1801,32212e112e79477be05d5694acb0e07f548b634f,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002d83e2,0a92593e94f693738d5c988332d996c7ed54bdef,d197a65e0070dbfec2e52c7980540b5b83663613,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002d83e3,f24017f8c5b9b7d934d0c59d8040beaf1495119f,81d144e19fe0f6896fba3f9e07dd4e567893dbd0,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002d83e1,3c1f30c2267b07e9b42e7e72fed0798ce53a3c07,af433ca8606d4bfdfe5153cf6d0f20a6a8648b5f,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002d83e4,23d4a548944b9aa72f035004cd24505040da63a4,8586ab46dd549c830c36d1b5cc129822c2a0c0ad,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002d83e5,3cac7e8de539fce159a5b3729f173994325a2077,1cd4b29b12d410790cd1d2eb958366daa70037c7,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002e7dde,5997f43fb04b593ded7ff582d8210d433e6b1231,0148601e7148c792169b3a87cba3c278ec5fcd52,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002e7ddf,ff7902bd3dabcf1a4480c4079e1060e7f97cc86a,a336eb8efec9277b7e4af49514e81c530aff0b7d,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002e7de0,c9512045aa65490ccb4bad27aaf4bbe22fa21193,e81539aad505d44e2fda1e114b1eb6b81555de98,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002e7de3,6b8e198a32bd94e3f38d166afb338aa3025c2a20,fcb775afda86f69b74f51086c7a73755092f02b4,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002e7de4,760c570f64199ea408f3397851d4473b830dc4bf,67ba627ffd9ce5e6c5508d056611b0a782f65d13,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
002e7de5,880e1e7815156990223449340ef7c7c2fab6a917,0d6aedd12f2c822272b1bd564aac614bdd3056dd,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false
